,Kandidátní listina,Poř.číslo,"Příjmení, jméno",Titul,Věk,Navrh.strana,Polit.přísl.,Absolutní hlasy,Hlasy v %,Pořadí,Mandát,Rok
1989,Karlovar.občanská alternativa,34,Kulhánková Jitka Mgr.,Mgr.,76,KOA,KOA,1195,"2,30",29,,2018
1990,STAN a TOP 09,14,Kuneš Karel,,20,TOP 09,TOP 09,445,"2,73",,,2018
1991,STAN a TOP 09,20,Kunešová Barbora,,21,TOP 09,TOP 09,445,"2,73",,,2018
1992,STAN a TOP 09,8,Kunešová Sylvie  DiS.,,44,TOP 09,TOP 09,497,"3,05",,,2018
1993,KRÁSNÉ KARLOVY VARY,12,Kuruc Jiří Ing.,Ing.,39,NK,BEZPP,314,"2,92",,,2018
1994,KRÁSNÉ KARLOVY VARY,10,Kvasničková Radka Bc.,Bc.,42,NK,BEZPP,316,"2,94",,,2018
1995,Karlovar.občanská alternativa,29,Lacmanová Lenka Bc. MBA,Bc.,47,KOA,BEZPP,1322,"2,54",24,,2018
1996,Svob.a př.dem.-T.Okamura (SPD),31,Lafatová Eliška,,25,SPD,BEZPP,605,"2,69",,,2018
1997,ZVOLITELNÍ - koalice,2,Lavrivský Vadim  LL.M.,,37,Zelení,Zelení,326,"3,17",,,2018
1998,Karlovar.občanská alternativa,20,Ledl Vladimír,,72,KOA,KOA,1446,"2,78",15,,2018
1999,Svob.a př.dem.-T.Okamura (SPD),16,Leechová Pavla,,68,SPD,BEZPP,633,"2,81",,,2018
2000,ANO 2011,32,Lenděl Miroslav,,73,ANO,BEZPP,2867,"2,63",20,,2018
2001,Karlovar.občanská alternativa,2,Lepík Vlastimil,,68,KOA,KOA,1784,"3,43",3,*,2018
2002,ZMĚNA PRO K.V. ZA PODPORY OKS,32,Lévai Lukáš,,22,NK,BEZPP,164,"2,56",,,2018
2003,ZMĚNA PRO K.V. ZA PODPORY OKS,12,Limani Behar,,30,NK,BEZPP,179,"2,79",,,2018
2004,ODS s podp. Str. s. ČR a MK,2,Linhart Viktor Mgr.,Mgr.,41,ODS,ODS,1204,"3,40",3,*,2018
2005,ODS s podp. Str. s. ČR a MK,35,Linhartová Michala,,39,ODS,ODS,776,"2,19",32,,2018
2006,KOLONÁDA - HNUTÍ PATRIOTŮ,32,Lintemer Petr,,25,KOLONÁDA,BEZPP,324,"2,27",,,2018
2007,Karlovar.občanská alternativa,17,Líska Ivan MUDr.,MUDr.,66,KOA,KOA,1498,"2,88",12,,2018
2008,KOLONÁDA - HNUTÍ PATRIOTŮ,2,Lojda Martin Ing.,Ing.,63,KOLONÁDA,KOLONÁDA,627,"4,41",,,2018
2009,Karlovaráci,13,Lokvencová Iva,,49,KVC,KVC,2048,"2,87",5,,2018
2010,Karlovaráci,20,Macečková Lada,,48,KVC,BEZPP,2032,"2,84",12,,2018
2011,ODS s podp. Str. s. ČR a MK,15,Maceška Otakar Ing.,Ing.,67,ODS,ODS,1041,"2,94",12,,2018
2012,ZVOLITELNÍ - koalice,3,Maleček Roman,,52,USZ,USZ,435,"4,24",,,2018
2013,ZVOLITELNÍ - koalice,18,Malečková Karolína,,21,USZ,BEZPP,279,"2,71",,,2018
2014,Komunistická str.Čech a Moravy,25,Malkus Vladimír,,63,KSČM,BEZPP,636,"2,75",23,,2018
2015,ZMĚNA PRO K.V. ZA PODPORY OKS,14,Malý David,,50,NK,BEZPP,182,"2,84",,,2018
2016,ODS s podp. Str. s. ČR a MK,9,Marečková Romana Ing. Bc.,Ing.,42,ODS,ODS,1059,"2,99",7,,2018
2017,Komunistická str.Čech a Moravy,1,Mareš Martin  DiS.,,49,KSČM,KSČM,791,"3,42",2,,2018
2018,STAN a TOP 09,34,Marko Jan,,25,TOP 09,BEZPP,343,"2,10",,,2018
2019,Karlovaráci,32,Martan Vítězslav,,57,KVC,KVC,1760,"2,46",24,,2018
2020,STAN a TOP 09,12,Maružánová Kateřina Bc.,Bc.,32,TOP 09,TOP 09,439,"2,69",,,2018
2021,Karlovaráci,18,März Jan,,42,KVC,KVC,2065,"2,89",10,,2018
2022,Karlovaráci,1,März Josef MUDr.,MUDr.,44,KVC,KVC,2532,"3,55",2,*,2018
2023,Hnutí O co jim jde?!,34,Mařík Antonín,,44,OCJJ,BEZPP,368,"2,11",,,2018
2024,Česká str.sociálně demokrat.,34,Mařík Karel,,69,ČSSD,ČSSD,300,"2,30",,,2018
2025,ZMĚNA PRO K.V. ZA PODPORY OKS,23,Maříková Veronika,,43,NK,BEZPP,166,"2,59",,,2018
2026,STAN a TOP 09,5,Masák Petr Mgr.,Mgr.,66,STAN,STAN,584,"3,58",,,2018
2027,Hnutí O co jim jde?!,15,Mašata Jindřich,,50,OCJJ,BEZPP,450,"2,58",,,2018
2028,KOLONÁDA - HNUTÍ PATRIOTŮ,33,Matoušková Jana,,49,KOLONÁDA,BEZPP,320,"2,25",,,2018
2029,ZVOLITELNÍ - koalice,5,Melichar Vladimír Mgr.,Mgr.,44,KDU-ČSL,KDU-ČSL,419,"4,08",,,2018
2030,ZVOLITELNÍ - koalice,34,Mendel Michal,,36,KDU-ČSL,BEZPP,242,"2,35",,,2018
2031,Česká pirátská strana,27,Mertin Jiří Bc.,Bc.,28,Piráti,BEZPP,1214,"2,66",22,,2018
2032,Komunistická str.Čech a Moravy,19,Mika Jiří,,70,KSČM,BEZPP,637,"2,75",17,,2018
2033,KOLONÁDA - HNUTÍ PATRIOTŮ,1,Mikoláš Alexander Ing. arch.,Ing.,64,KOLONÁDA,KOLONÁDA,888,"6,24",,,2018
2034,KOLONÁDA - HNUTÍ PATRIOTŮ,4,Mikoláš Alexander Mgr.,Mgr.,32,KOLONÁDA,KOLONÁDA,540,"3,79",,,2018
2035,Česká str.sociálně demokrat.,3,Míkovec Zdeněk Ing.,Ing.,68,ČSSD,ČSSD,430,"3,29",,,2018
2036,ODS s podp. Str. s. ČR a MK,5,Milivojevičová Jana,,35,ODS,ODS,1065,"3,00",3,,2018
2037,ZMĚNA PRO K.V. ZA PODPORY OKS,18,Modesová Jana,,32,NK,BEZPP,169,"2,64",,,2018
2038,ODS s podp. Str. s. ČR a MK,32,Moravcová Vlasta,,94,ODS,ODS,852,"2,40",29,,2018
2039,ODS s podp. Str. s. ČR a MK,25,Moravec Jaroslav,,39,ODS,ODS,947,"2,67",22,,2018
2040,KOLONÁDA - HNUTÍ PATRIOTŮ,10,Mottlová Zdeňka,,65,KOLONÁDA,BEZPP,397,"2,79",,,2018
2041,KRÁSNÉ KARLOVY VARY,28,Muránský Miroslav,,61,NK,BEZPP,279,"2,60",,,2018
2042,ANO 2011,11,Murasová Radka,,30,ANO,ANO,3190,"2,92",11,*,2018
2043,Komunistická str.Čech a Moravy,10,Murčo Josef,,66,KSČM,KSČM,778,"3,36",3,,2018
2044,ZMĚNA PRO K.V. ZA PODPORY OKS,33,Musil Petr,,25,NK,BEZPP,165,"2,58",,,2018
2045,Komunistická str.Čech a Moravy,11,Musil Zdeněk PhDr. Mgr.,PhDr.,74,KSČM,BEZPP,800,"3,46",1,,2018
2046,ZVOLITELNÍ - koalice,24,Musilová Barbora,,43,Svobodní,BEZPP,242,"2,35",,,2018
2047,KOLONÁDA - HNUTÍ PATRIOTŮ,17,Návorková Michaela,,54,KOLONÁDA,BEZPP,394,"2,77",,,2018
2048,PRO Zdraví a Sport,12,Neckář Michal,,43,PRO Zdraví,PRO Zdraví,255,"2,69",,,2018
2049,KRÁSNÉ KARLOVY VARY,7,Nedorost Roman Mgr.,Mgr.,45,ODA,ODA,380,"3,54",,,2018
2050,KRÁSNÉ KARLOVY VARY,30,Nedorostová Michaela Mgr.,Mgr.,28,NK,BEZPP,278,"2,59",,,2018
2051,Česká pirátská strana,19,Nedvěd Jan Mgr.,Mgr.,42,Piráti,BEZPP,1401,"3,07",14,,2018
2052,KOLONÁDA - HNUTÍ PATRIOTŮ,13,Němec Otto,,77,KOLONÁDA,BEZPP,384,"2,70",,,2018
2053,ODS s podp. Str. s. ČR a MK,6,Nesrsta Tomáš,,35,ODS,ODS,1065,"3,00",4,,2018
2054,PRO Zdraví a Sport,20,Netopilík Jiří,,40,PRO Zdraví,PRO Zdraví,251,"2,64",,,2018
2055,Karlovar.občanská alternativa,4,Neumann Jiří RNDr.,RNDr.,52,KOA,KOA,1618,"3,11",5,*,2018
2056,PRO Zdraví a Sport,15,Neužilová Marie,,69,PRO Zdraví,BEZPP,235,"2,48",,,2018
2057,Svob.a př.dem.-T.Okamura (SPD),2,Nimrichter Petr,,53,SPD,SPD,726,"3,22",,,2018
2058,Svob.a př.dem.-T.Okamura (SPD),24,Nimrichterová Lenka,,33,SPD,BEZPP,637,"2,83",,,2018
2059,Svob.a př.dem.-T.Okamura (SPD),35,Nouzáková Alena,,40,SPD,BEZPP,557,"2,47",,,2018
2060,Hnutí O co jim jde?!,28,Nová Soňa,,43,OCJJ,BEZPP,416,"2,39",,,2018
2061,KOLONÁDA - HNUTÍ PATRIOTŮ,35,Nováková Zdeňka,,65,KOLONÁDA,BEZPP,295,"2,07",,,2018
2062,KOLONÁDA - HNUTÍ PATRIOTŮ,34,Novotná Helena,,42,KOLONÁDA,BEZPP,305,"2,14",,,2018
2063,Komunistická str.Čech a Moravy,13,Novotná Marie,,64,KSČM,KSČM,645,"2,78",11,,2018
2064,Karlovaráci,8,Novotný Jakub,,39,KVC,KVC,2157,"3,02",8,*,2018
2065,KOLONÁDA - HNUTÍ PATRIOTŮ,30,Novotný Josef,,22,KOLONÁDA,BEZPP,335,"2,35",,,2018
2066,STAN a TOP 09,24,Novotný Pavel MUDr.,MUDr.,63,TOP 09,BEZPP,487,"2,98",,,2018
2067,Hnutí O co jim jde?!,25,Novotný Petr,,45,OCJJ,BEZPP,447,"2,57",,,2018
2068,Hnutí O co jim jde?!,12,Nový Jindřich,,72,OCJJ,BEZPP,502,"2,88",,,2018
2069,Hnutí O co jim jde?!,4,Odvody Michal Ing.,Ing.,51,OCJJ,BEZPP,710,"4,08",,,2018
2070,PRO Zdraví a Sport,23,Olahová Alena,,58,PRO Zdraví,PRO Zdraví,216,"2,28",,,2018
2071,ODS s podp. Str. s. ČR a MK,11,Olič Luděk,,41,NK,Soukromníci,1035,"2,92",8,,2018
2072,Karlovar.občanská alternativa,28,Ondráček Martin MgA.,MgA.,33,KOA,BEZPP,1369,"2,63",23,,2018
2073,Karlovar.občanská alternativa,9,Ondrová Kateřina Ing.,Ing.,29,KOA,BEZPP,1509,"2,90",4,,2018
2074,STAN a TOP 09,2,Otys Lukáš Bc. MBA,Bc.,33,TOP 09,TOP 09,568,"3,48",,,2018
2075,ZMĚNA PRO K.V. ZA PODPORY OKS,13,Ozom Aleš,,29,NK,BEZPP,188,"2,94",,,2018
2076,Komunistická str.Čech a Moravy,32,Palička Stanislav,,88,KSČM,KSČM,603,"2,60",30,,2018
2077,ODS s podp. Str. s. ČR a MK,26,Pánek Jan Ing.,Ing.,74,ODS,ODS,971,"2,74",23,,2018
2078,Hnutí O co jim jde?!,24,Papežová Eva,,66,OCJJ,BEZPP,446,"2,56",,,2018
2079,Hnutí O co jim jde?!,9,Papežová Pavla Ing.,Ing.,39,OCJJ,BEZPP,539,"3,10",,,2018
2080,Hnutí O co jim jde?!,29,Papíková Květa,,78,OCJJ,BEZPP,413,"2,37",,,2018
2081,ANO 2011,12,Pášmová Věra Ing.,Ing.,73,ANO,BEZPP,3143,"2,88",12,*,2018
2082,STAN a TOP 09,3,Patáková Radka Mgr.,Mgr.,47,STAN,STAN,595,"3,65",,,2018
2083,STAN a TOP 09,23,Pavelka František Ing.,Ing.,62,STAN,BEZPP,449,"2,75",,,2018
2084,Karlovaráci,12,Peer Miroslav Mgr.,Mgr.,61,KVC,KVC,2065,"2,89",4,,2018
2085,Česká pirátská strana,34,Peerová Ivana,,44,Piráti,BEZPP,1083,"2,38",29,,2018
2086,Hnutí O co jim jde?!,5,Pelc Ivan,,64,OCJJ,OCJJ,620,"3,56",,,2018
2087,KOLONÁDA - HNUTÍ PATRIOTŮ,26,Pelcová Ludmila Mgr.,Mgr.,61,KOLONÁDA,BEZPP,364,"2,56",,,2018
2088,KOLONÁDA - HNUTÍ PATRIOTŮ,9,Pelikán Adam,,31,KOLONÁDA,BEZPP,394,"2,77",,,2018
2089,PRO Zdraví a Sport,25,Pelikán Václav,,41,PRO Zdraví,BEZPP,226,"2,38",,,2018
2090,ANO 2011,6,Penc Jiří MUDr.,MUDr.,45,ANO,ANO,3271,"3,00",6,*,2018
2091,ANO 2011,14,Perutka Slavomír,,45,ANO,ANO,3162,"2,90",2,,2018
2092,Komunistická str.Čech a Moravy,22,Pešek Josef PharmDr.,PharmDr.,64,KSČM,KSČM,634,"2,74",20,,2018
2093,Karlovar.občanská alternativa,8,Petr Martin  DiS.,,43,KOA,KOA,1491,"2,87",3,,2018
2094,ZVOLITELNÍ - koalice,28,Petrilák David JUDr.,JUDr.,35,Svobodní,BEZPP,250,"2,43",,,2018
2095,PRO Zdraví a Sport,29,Petrová Monika,,49,PRO Zdraví,BEZPP,212,"2,23",,,2018
2096,Česká str.sociálně demokrat.,32,Petruška Pavol,,73,ČSSD,ČSSD,307,"2,35",,,2018
2097,Česká str.sociálně demokrat.,31,Petřík Zdeněk,,62,ČSSD,ČSSD,320,"2,45",,,2018
2098,Karlovaráci,16,Petříková Aneta,,36,KVC,KVC,2006,"2,81",8,,2018
2099,ANO 2011,1,Pfeffer Ferklová Andrea Ing.,,43,ANO,BEZPP,3569,"3,27",1,*,2018
2100,Karlovaráci,26,Píša Bronislav,,48,KVC,BEZPP,1969,"2,76",18,,2018
2101,Hnutí O co jim jde?!,3,Plašil Josef Ing.,Ing.,65,OCJJ,OCJJ,708,"4,07",,,2018
2102,Svob.a př.dem.-T.Okamura (SPD),4,Plhová Eva Mgr.,Mgr.,49,SPD,BEZPP,740,"3,29",,,2018
2103,Karlovaráci,19,Pokorný Ladislav,,65,KVC,KVC,1928,"2,70",11,,2018
2104,Česká str.sociálně demokrat.,1,Poláčková Radomíra Ing.,Ing.,48,ČSSD,ČSSD,450,"3,45",,,2018
2105,ANO 2011,19,Poledna Marek,,32,ANO,ANO,3103,"2,84",7,,2018
2106,Karlovar.občanská alternativa,11,Poula Jan Mgr.,Mgr.,63,KOA,BEZPP,1585,"3,05",6,,2018
2107,ANO 2011,25,Pourová Helena,,67,ANO,ANO,3058,"2,80",13,,2018
2108,Karlovaráci,15,Poustka Ivan MUDr.,MUDr.,57,KVC,KVC,2189,"3,06",7,,2018
2109,Česká str.sociálně demokrat.,17,Považanová Danuše RNDr.,RNDr.,69,ČSSD,ČSSD,362,"2,77",,,2018
2110,KOLONÁDA - HNUTÍ PATRIOTŮ,28,Preisler Jiří Bc. DiS.,Bc.,34,KOLONÁDA,BEZPP,359,"2,52",,,2018
2111,ZMĚNA PRO K.V. ZA PODPORY OKS,34,Pribičinová Barbora,,19,NK,BEZPP,161,"2,51",,,2018
2112,Česká str.sociálně demokrat.,19,Procházka Karel,,31,ČSSD,ČSSD,352,"2,70",,,2018
2113,ANO 2011,20,Procházková Věra MUDr.,MUDr.,64,ANO,ANO,3172,"2,91",8,,2018
2114,ODS s podp. Str. s. ČR a MK,12,Prokop Martin Bc.,Bc.,36,ODS,ODS,1048,"2,96",9,,2018
2115,KRÁSNÉ KARLOVY VARY,1,Prokop Petr,,34,ODA,ODA,434,"4,04",,,2018
2116,KRÁSNÉ KARLOVY VARY,21,Prokopová Dana,,58,NK,BEZPP,286,"2,66",,,2018
2117,ZMĚNA PRO K.V. ZA PODPORY OKS,10,Průšová Anna,,61,NK,BEZPP,185,"2,89",,,2018
2118,Svob.a př.dem.-T.Okamura (SPD),21,Převrátil Václav,,45,SPD,BEZPP,636,"2,82",,,2018
2119,ZVOLITELNÍ - koalice,6,Přib Dobromil Ing.,Ing.,44,Svobodní,Svobodní,282,"2,74",,,2018
2120,KOLONÁDA - HNUTÍ PATRIOTŮ,20,Ptáček Petr,,73,KOLONÁDA,BEZPP,361,"2,53",,,2018
2121,Komunistická str.Čech a Moravy,30,Ptáčková Anna,,80,KSČM,KSČM,610,"2,63",28,,2018
2122,ODS s podp. Str. s. ČR a MK,33,Puš Jiří,,64,ODS,ODS,852,"2,40",30,,2018
2123,ZVOLITELNÍ - koalice,15,Pušová Vendula Mgr.,Mgr.,33,USZ,BEZPP,283,"2,75",,,2018
2124,Česká str.sociálně demokrat.,22,Raizer Vlastimil Ing.,Ing.,58,ČSSD,ČSSD,358,"2,74",,,2018
2125,PRO Zdraví a Sport,26,Rajevszká Hana,,51,PRO Zdraví,BEZPP,215,"2,26",,,2018
2126,KOLONÁDA - HNUTÍ PATRIOTŮ,31,Ratajská Pavlína,,40,KOLONÁDA,BEZPP,347,"2,44",,,2018
2127,ZVOLITELNÍ - koalice,9,Rezek Jan Mgr. Bc. DiS.,Mgr.,35,KDU-ČSL,KDU-ČSL,393,"3,83",,,2018
2128,Česká str.sociálně demokrat.,7,Riško Michal Bc. DiS.,Bc.,49,ČSSD,ČSSD,417,"3,19",,,2018
2129,Hnutí O co jim jde?!,8,Rosenberg Adolf Ing.,Ing.,63,OCJJ,BEZPP,578,"3,32",,,2018
2130,Hnutí O co jim jde?!,21,Rošková Jana Bc.,Bc.,31,OCJJ,BEZPP,443,"2,54",,,2018
2131,ZVOLITELNÍ - koalice,11,Rouča Roman,,45,Zelení,BEZPP,273,"2,66",,,2018
2132,ZVOLITELNÍ - koalice,12,Rubeš Martin,,53,USZ,USZ,325,"3,16",,,2018
2133,ZVOLITELNÍ - koalice,17,Rubeš Martin,,22,USZ,BEZPP,299,"2,91",,,2018
2134,STAN a TOP 09,17,Růžička Jaroslav RNDr.,RNDr.,56,STAN,BEZPP,555,"3,40",,,2018
2135,STAN a TOP 09,25,Růžička Pavel Ing.,Ing.,72,STAN,BEZPP,432,"2,65",,,2018
2136,Česká str.sociálně demokrat.,13,Rýdl Lubomír,,68,ČSSD,ČSSD,347,"2,66",,,2018
2137,KOLONÁDA - HNUTÍ PATRIOTŮ,25,Rychtaříková Iva,,71,KOLONÁDA,BEZPP,353,"2,48",,,2018
2138,Karlovar.občanská alternativa,14,Řehořková Štěpánka Mgr.,Mgr.,54,KOA,KOA,1607,"3,09",9,,2018
2139,Svob.a př.dem.-T.Okamura (SPD),9,Řezníček Pavel,,40,SPD,SPD,678,"3,01",,,2018
2140,Česká pirátská strana,30,Sadílek Michal,,46,Piráti,BEZPP,1210,"2,65",25,,2018
2141,PRO Zdraví a Sport,6,Salajka Stanislav,,59,PRO Zdraví,PRO Zdraví,374,"3,94",,,2018
2142,Karlovar.občanská alternativa,26,Samec Jan Mgr.,Mgr.,62,KOA,BEZPP,1516,"2,92",21,,2018
2143,STAN a TOP 09,13,Sarkisovová Hana Mgr.,Mgr.,56,STAN,BEZPP,464,"2,84",,,2018
2144,Svob.a př.dem.-T.Okamura (SPD),22,Seidenglanzová Pavla,,49,SPD,BEZPP,632,"2,81",,,2018
2145,Komunistická str.Čech a Moravy,15,Seidl Vojtěch Ing.,Ing.,69,KSČM,KSČM,649,"2,80",13,,2018
2146,Hnutí O co jim jde?!,20,Schafer Ivan,,69,OCJJ,BEZPP,465,"2,67",,,2018
2147,ZMĚNA PRO K.V. ZA PODPORY OKS,24,Schmidtová Lenka,,55,NK,BEZPP,174,"2,72",,,2018
2148,ZMĚNA PRO K.V. ZA PODPORY OKS,15,Sigmund Aleš,,42,NK,BEZPP,178,"2,78",,,2018
2149,ZMĚNA PRO K.V. ZA PODPORY OKS,7,Sikora Lukáš Ing.,Ing.,37,NK,BEZPP,239,"3,73",,,2018
2150,Česká str.sociálně demokrat.,14,Skála Jiří Ing.,Ing.,76,ČSSD,ČSSD,364,"2,79",,,2018
2151,ZMĚNA PRO K.V. ZA PODPORY OKS,6,Skopový Vojtěch Ing.,Ing.,36,NK,BEZPP,246,"3,84",,,2018
2152,Česká pirátská strana,21,Skorka Ondřej,,27,Piráti,Piráti,1272,"2,79",16,,2018
2153,KRÁSNÉ KARLOVY VARY,31,Skořepová Alena,,49,NK,BEZPP,272,"2,53",,,2018
2154,Svob.a př.dem.-T.Okamura (SPD),26,Skoták Karel,,56,SPD,SPD,630,"2,80",,,2018
2155,Karlovaráci,5,Skuhravý Václav,,39,KVC,KVC,2336,"3,27",4,*,2018
2156,Karlovar.občanská alternativa,13,Slába Zdeněk,,72,KOA,KOA,1484,"2,86",8,,2018
2157,Karlovar.občanská alternativa,31,Slábová Eva,,72,KOA,KOA,1295,"2,49",26,,2018
2158,Česká pirátská strana,23,Slach Jiří Ing.,Ing.,53,Piráti,BEZPP,1278,"2,80",18,,2018
2159,Karlovar.občanská alternativa,24,Slezák Petr,,44,KOA,BEZPP,1390,"2,67",19,,2018
2160,Komunistická str.Čech a Moravy,18,Slivoň Karol,,69,KSČM,BEZPP,640,"2,76",16,,2018
2161,KOLONÁDA - HNUTÍ PATRIOTŮ,7,Slunská Lenka Mgr.,Mgr.,42,KOLONÁDA,BEZPP,429,"3,01",,,2018
2162,PRO Zdraví a Sport,27,Smitka Petr,,69,PRO Zdraví,BEZPP,220,"2,32",,,2018
2163,STAN a TOP 09,28,Smutný Miroslav,,62,TOP 09,TOP 09,406,"2,49",,,2018
2164,Karlovaráci,35,Smutný Pavel MUDr.,MUDr.,60,KVC,BEZPP,1756,"2,46",27,,2018
2165,Česká str.sociálně demokrat.,11,Snížková Květoslava Mgr.,Mgr.,47,ČSSD,ČSSD,368,"2,82",,,2018
2166,Česká str.sociálně demokrat.,33,Sochová Jana,,44,ČSSD,ČSSD,306,"2,34",,,2018
2167,ZMĚNA PRO K.V. ZA PODPORY OKS,25,Soukup Jan,,36,NK,BEZPP,168,"2,62",,,2018
2168,Česká str.sociálně demokrat.,28,Soukupová Daniela,,37,ČSSD,ČSSD,334,"2,56",,,2018
2169,Česká str.sociálně demokrat.,27,Soumar Petr,,40,ČSSD,ČSSD,364,"2,79",,,2018
2170,Komunistická str.Čech a Moravy,14,Soural Miroslav,,66,KSČM,KSČM,634,"2,74",12,,2018
2171,Česká pirátská strana,25,Staněk Josef,,50,Piráti,BEZPP,1233,"2,70",20,,2018
2172,KRÁSNÉ KARLOVY VARY,11,Stehlík Michal,,22,NK,BEZPP,304,"2,83",,,2018
2173,KRÁSNÉ KARLOVY VARY,3,Stehlík Radek MgA.,MgA.,45,NK,BEZPP,410,"3,82",,,2018
2174,ZVOLITELNÍ - koalice,29,Stehno Vlastimil Ing.,Ing.,62,KDU-ČSL,KDU-ČSL,242,"2,35",,,2018
2175,Karlovaráci,9,Steinová Štěpánka Mgr.,Mgr.,38,KVC,KVC,2232,"3,12",1,,2018
2176,KRÁSNÉ KARLOVY VARY,25,Stejskalová Soňa,,67,NK,BEZPP,274,"2,55",,,2018
2177,Hnutí O co jim jde?!,26,Stojčenko Petr,,58,OCJJ,BEZPP,439,"2,52",,,2018
2178,Svob.a př.dem.-T.Okamura (SPD),19,Strejček Pavel,,57,SPD,BEZPP,647,"2,87",,,2018
2179,ANO 2011,29,Střecha Miloš,,41,ANO,BEZPP,2979,"2,73",17,,2018
2180,Hnutí O co jim jde?!,11,Stupka Michal,,40,OCJJ,BEZPP,454,"2,61",,,2018
2181,Karlovaráci,11,Suchan Vladimír,,53,KVC,KVC,2139,"2,99",3,,2018
2182,Česká pirátská strana,3,Sušanin Pavel Ing.,Ing.,34,Piráti,BEZPP,1447,"3,18",3,*,2018
2183,Česká str.sociálně demokrat.,23,Sušanin Vojtěch,,18,ČSSD,ČSSD,343,"2,63",,,2018
2184,PRO Zdraví a Sport,34,Svášek Miroslav,,38,PRO Zdraví,PRO Zdraví,205,"2,16",,,2018
2185,Komunistická str.Čech a Moravy,16,Svoboda Zdeněk Ing.,Ing.,65,KSČM,BEZPP,636,"2,75",14,,2018
2186,KOLONÁDA - HNUTÍ PATRIOTŮ,8,Šendera Ivan,,78,KOLONÁDA,KOLONÁDA,442,"3,10",,,2018
2187,KRÁSNÉ KARLOVY VARY,35,Šeratovský Jiří Bc.,Bc.,34,NK,BEZPP,257,"2,39",,,2018
2188,KOLONÁDA - HNUTÍ PATRIOTŮ,5,Ševčík Tomáš,,54,KOLONÁDA,REAL,424,"2,98",,,2018
2189,Komunistická str.Čech a Moravy,33,Šimandl Václav,,86,KSČM,KSČM,602,"2,60",31,,2018
2190,Karlovaráci,30,Šípek Martin RNDr.,RNDr.,55,KVC,KVC,1859,"2,60",22,,2018
2191,Česká str.sociálně demokrat.,15,Šír Marek Mgr.,Mgr.,44,ČSSD,ČSSD,435,"3,33",,,2018
2192,KRÁSNÉ KARLOVY VARY,8,Škarda Jiří,,59,NK,PRO2016,336,"3,13",,,2018
2193,KRÁSNÉ KARLOVY VARY,22,Škarda Roman,,40,NK,BEZPP,306,"2,85",,,2018
2194,Karlovar.občanská alternativa,12,Škorpil Vítězslav,,57,KOA,KOA,1477,"2,84",7,,2018
2195,Karlovaráci,23,Šmejkalová Ilona,,65,KVC,BEZPP,1953,"2,73",15,,2018
2196,KRÁSNÉ KARLOVY VARY,9,Šmíd Petr,,55,NK,BEZPP,292,"2,72",,,2018
2197,Hnutí O co jim jde?!,17,Šnajdr Antonín,,48,OCJJ,BEZPP,496,"2,85",,,2018
2198,Karlovaráci,22,Šperer Jan Ing.,Ing.,55,KVC,KVC,1960,"2,74",14,,2018
2199,PRO Zdraví a Sport,31,Šplíchal Vít,,40,PRO Zdraví,PRO Zdraví,217,"2,29",,,2018
2200,Karlovar.občanská alternativa,32,Špora Michal,,62,KOA,KOA,1271,"2,45",27,,2018
2201,Komunistická str.Čech a Moravy,29,Šťastná Nina,,82,KSČM,KSČM,611,"2,64",27,,2018
2202,ZMĚNA PRO K.V. ZA PODPORY OKS,27,Štěpán René,,29,NK,BEZPP,165,"2,58",,,2018
2203,Karlovaráci,25,Štěpina Radek,,47,KVC,BEZPP,1904,"2,66",17,,2018
2204,Karlovaráci,21,Štěříková Anna,,21,KVC,BEZPP,1943,"2,72",13,,2018
2205,Svob.a př.dem.-T.Okamura (SPD),18,Šťovíčková Ivana,,69,SPD,SPD,639,"2,84",,,2018
2206,Svob.a př.dem.-T.Okamura (SPD),5,Štycha Marian,,30,SPD,BEZPP,673,"2,99",,,2018
2207,Komunistická str.Čech a Moravy,31,Šubertová Jarmila,,85,KSČM,KSČM,603,"2,60",29,,2018
2208,ZVOLITELNÍ - koalice,19,Šuchman Petr Ing.,Ing.,34,Svobodní,BEZPP,278,"2,70",,,2018
2209,PRO Zdraví a Sport,18,Šuminová Gabriela,,48,PRO Zdraví,BEZPP,252,"2,66",,,2018
2210,Česká str.sociálně demokrat.,29,Tenčevová Ivana,,25,ČSSD,ČSSD,330,"2,53",,,2018
2211,Svob.a př.dem.-T.Okamura (SPD),11,Tezaur Pavel,,29,SPD,BEZPP,648,"2,88",,,2018
2212,STAN a TOP 09,32,Tichá Veronika Ing.,Ing.,25,TOP 09,TOP 09,373,"2,28",,,2018
2213,KOLONÁDA - HNUTÍ PATRIOTŮ,21,Tintěra Jan Ing.,Ing.,59,KOLONÁDA,BEZPP,381,"2,67",,,2018
2214,KOLONÁDA - HNUTÍ PATRIOTŮ,29,Tišer Vladimír,,64,KOLONÁDA,BEZPP,372,"2,61",,,2018
2215,Hnutí O co jim jde?!,30,Tokar Václav,,62,OCJJ,BEZPP,405,"2,33",,,2018
2216,PRO Zdraví a Sport,24,Toráková Olga,,50,PRO Zdraví,BEZPP,220,"2,32",,,2018
2217,Karlovar.občanská alternativa,22,Tóthová Lenka Mgr.,Mgr.,54,KOA,KOA,1446,"2,78",17,,2018
2218,STAN a TOP 09,4,Toufar Michal Ing.,Ing.,46,TOP 09,TOP 09,644,"3,95",,,2018
